seed: 1024
device: cuda:0
data_path: ./data/
dataset: Beauty
num_workers: 4
id_type: tiger
in_dims: [4096, 2048, 1024, 512, 256, 128, 64, 32]
codebook_dim: 32
codebook_sizes: [256, 256, 256, 256]
rqvae_dropout: 0
sinkhorn_open: True
sinkhorn_epsilons: [0.0, 0.0, 0.0, 0.003]
sinkhorn_iter: 50
kmeans_init_iter: 10
kmeans_cluster: 10
mu: 0.25
alpha: 0.02
beta: 0.0001
rqvae_epochs: 20000
rqvae_batch_size: 1024
rqvae_lr: 0.001
rqvae_wd: 0.0001
rqvae_optimizer: adamw
rqvae_eval_step: 2000
rqvae_eval_metric: unique_key_ratio
t54rec_config_dir_path: ./extra_config/tiger
rqvae_select_position: last
t54rec_epochs: 200
t54rec_train_batch_size: 256
t54rec_valid_batch_size: 64
t54rec_test_batch_size: 64
max_len: 20
t54rec_lr: 0.0005
t54rec_wd: 0.01
t54rec_optimizer: adamw
scheduler_type: cosine
warmup_ratio: 0.01
t54rec_eval_step: 1
t54rec_early_stop_step: 20
t54rec_eval_metric: loss
beam_size: 20
metrics: ['Recall', 'NDCG']
Step [20/514] - Avg Loss: 2.3623, Current lr: 0.0004992014
Step [30/514] - Avg Loss: 2.3520, Current lr: 0.0004991952
Step [40/514] - Avg Loss: 2.3462, Current lr: 0.0004991890
Step [50/514] - Avg Loss: 2.3396, Current lr: 0.0004991828
Step [60/514] - Avg Loss: 2.3447, Current lr: 0.0004991766
Step [70/514] - Avg Loss: 2.3431, Current lr: 0.0004991703
Step [80/514] - Avg Loss: 2.3460, Current lr: 0.0004991640
Step [90/514] - Avg Loss: 2.3474, Current lr: 0.0004991577
Step [100/514] - Avg Loss: 2.3453, Current lr: 0.0004991513
Step [110/514] - Avg Loss: 2.3446, Current lr: 0.0004991450
Step [120/514] - Avg Loss: 2.3458, Current lr: 0.0004991386
Step [130/514] - Avg Loss: 2.3442, Current lr: 0.0004991322
Step [140/514] - Avg Loss: 2.3434, Current lr: 0.0004991257
Step [150/514] - Avg Loss: 2.3420, Current lr: 0.0004991193
Step [160/514] - Avg Loss: 2.3413, Current lr: 0.0004991128
Step [170/514] - Avg Loss: 2.3440, Current lr: 0.0004991063
Step [180/514] - Avg Loss: 2.3452, Current lr: 0.0004990998
Step [190/514] - Avg Loss: 2.3449, Current lr: 0.0004990932
Step [200/514] - Avg Loss: 2.3453, Current lr: 0.0004990866
Step [210/514] - Avg Loss: 2.3449, Current lr: 0.0004990800
Step [220/514] - Avg Loss: 2.3449, Current lr: 0.0004990734
Step [230/514] - Avg Loss: 2.3451, Current lr: 0.0004990667
Step [240/514] - Avg Loss: 2.3459, Current lr: 0.0004990601
Step [250/514] - Avg Loss: 2.3448, Current lr: 0.0004990534
Step [260/514] - Avg Loss: 2.3440, Current lr: 0.0004990467
Step [270/514] - Avg Loss: 2.3436, Current lr: 0.0004990399
Step [280/514] - Avg Loss: 2.3438, Current lr: 0.0004990331
Step [290/514] - Avg Loss: 2.3435, Current lr: 0.0004990263
Step [300/514] - Avg Loss: 2.3432, Current lr: 0.0004990195
Step [310/514] - Avg Loss: 2.3425, Current lr: 0.0004990127
Step [320/514] - Avg Loss: 2.3427, Current lr: 0.0004990058
Step [330/514] - Avg Loss: 2.3427, Current lr: 0.0004989989
Step [340/514] - Avg Loss: 2.3420, Current lr: 0.0004989920
Step [350/514] - Avg Loss: 2.3405, Current lr: 0.0004989851
Step [360/514] - Avg Loss: 2.3398, Current lr: 0.0004989781
Step [370/514] - Avg Loss: 2.3390, Current lr: 0.0004989712
Step [380/514] - Avg Loss: 2.3384, Current lr: 0.0004989641
Step [390/514] - Avg Loss: 2.3375, Current lr: 0.0004989571
Step [400/514] - Avg Loss: 2.3371, Current lr: 0.0004989501
Step [410/514] - Avg Loss: 2.3362, Current lr: 0.0004989430
Step [420/514] - Avg Loss: 2.3363, Current lr: 0.0004989359
Step [430/514] - Avg Loss: 2.3361, Current lr: 0.0004989288
Step [440/514] - Avg Loss: 2.3355, Current lr: 0.0004989216
Step [450/514] - Avg Loss: 2.3354, Current lr: 0.0004989144
Step [460/514] - Avg Loss: 2.3352, Current lr: 0.0004989072
Step [470/514] - Avg Loss: 2.3344, Current lr: 0.0004989000
Step [480/514] - Avg Loss: 2.3346, Current lr: 0.0004988928
Step [490/514] - Avg Loss: 2.3341, Current lr: 0.0004988855
Step [500/514] - Avg Loss: 2.3335, Current lr: 0.0004988782
Step [510/514] - Avg Loss: 2.3330, Current lr: 0.0004988709
Epoch [8] - Avg Loss: 2.3325
Epoch [8] - Start Eval
Eval - Avg Loss: 2.2369
Save model at epoch [8]
Epoch [9] - Start Training
Step [10/514] - Avg Loss: 2.2532, Current lr: 0.0004988606
Step [20/514] - Avg Loss: 2.2514, Current lr: 0.0004988533
Step [30/514] - Avg Loss: 2.2628, Current lr: 0.0004988459
Step [40/514] - Avg Loss: 2.2633, Current lr: 0.0004988384
Step [50/514] - Avg Loss: 2.2590, Current lr: 0.0004988310
Step [60/514] - Avg Loss: 2.2614, Current lr: 0.0004988235
Step [70/514] - Avg Loss: 2.2583, Current lr: 0.0004988160
Step [80/514] - Avg Loss: 2.2585, Current lr: 0.0004988085
Step [90/514] - Avg Loss: 2.2591, Current lr: 0.0004988010
Step [100/514] - Avg Loss: 2.2619, Current lr: 0.0004987934
Step [110/514] - Avg Loss: 2.2589, Current lr: 0.0004987859
Step [120/514] - Avg Loss: 2.2592, Current lr: 0.0004987782
Step [130/514] - Avg Loss: 2.2645, Current lr: 0.0004987706
Step [140/514] - Avg Loss: 2.2635, Current lr: 0.0004987630
Step [150/514] - Avg Loss: 2.2603, Current lr: 0.0004987553
Step [160/514] - Avg Loss: 2.2578, Current lr: 0.0004987476
Step [170/514] - Avg Loss: 2.2583, Current lr: 0.0004987398
Step [180/514] - Avg Loss: 2.2589, Current lr: 0.0004987321
Step [190/514] - Avg Loss: 2.2583, Current lr: 0.0004987243
Step [200/514] - Avg Loss: 2.2599, Current lr: 0.0004987165
Step [210/514] - Avg Loss: 2.2595, Current lr: 0.0004987087
Step [220/514] - Avg Loss: 2.2592, Current lr: 0.0004987009
Step [230/514] - Avg Loss: 2.2579, Current lr: 0.0004986930
Step [240/514] - Avg Loss: 2.2569, Current lr: 0.0004986851
Step [250/514] - Avg Loss: 2.2571, Current lr: 0.0004986772
Step [260/514] - Avg Loss: 2.2563, Current lr: 0.0004986692
Step [270/514] - Avg Loss: 2.2552, Current lr: 0.0004986613
Step [280/514] - Avg Loss: 2.2543, Current lr: 0.0004986533
Step [290/514] - Avg Loss: 2.2540, Current lr: 0.0004986453
Step [300/514] - Avg Loss: 2.2534, Current lr: 0.0004986372
Step [310/514] - Avg Loss: 2.2542, Current lr: 0.0004986292
Step [320/514] - Avg Loss: 2.2543, Current lr: 0.0004986211
Step [330/514] - Avg Loss: 2.2534, Current lr: 0.0004986130
Step [340/514] - Avg Loss: 2.2527, Current lr: 0.0004986049
Step [350/514] - Avg Loss: 2.2531, Current lr: 0.0004985967
Step [360/514] - Avg Loss: 2.2532, Current lr: 0.0004985885
Step [370/514] - Avg Loss: 2.2529, Current lr: 0.0004985803
Step [380/514] - Avg Loss: 2.2515, Current lr: 0.0004985721
Step [390/514] - Avg Loss: 2.2504, Current lr: 0.0004985639
Step [400/514] - Avg Loss: 2.2501, Current lr: 0.0004985556
Step [410/514] - Avg Loss: 2.2498, Current lr: 0.0004985473
Step [420/514] - Avg Loss: 2.2496, Current lr: 0.0004985390
Step [430/514] - Avg Loss: 2.2485, Current lr: 0.0004985306
Step [440/514] - Avg Loss: 2.2477, Current lr: 0.0004985223
Step [450/514] - Avg Loss: 2.2478, Current lr: 0.0004985139
Step [460/514] - Avg Loss: 2.2477, Current lr: 0.0004985055
Step [470/514] - Avg Loss: 2.2472, Current lr: 0.0004984970
Step [480/514] - Avg Loss: 2.2471, Current lr: 0.0004984886
Step [490/514] - Avg Loss: 2.2468, Current lr: 0.0004984801
Step [500/514] - Avg Loss: 2.2458, Current lr: 0.0004984716
Step [510/514] - Avg Loss: 2.2446, Current lr: 0.0004984630
Epoch [9] - Avg Loss: 2.2442
Epoch [9] - Start Eval
Eval - Avg Loss: 2.1619
Save model at epoch [9]
Epoch [10] - Start Training
Step [10/514] - Avg Loss: 2.2159, Current lr: 0.0004984511
Step [20/514] - Avg Loss: 2.1954, Current lr: 0.0004984425
Step [30/514] - Avg Loss: 2.1836, Current lr: 0.0004984338
Step [40/514] - Avg Loss: 2.1776, Current lr: 0.0004984252
Step [50/514] - Avg Loss: 2.1760, Current lr: 0.0004984166
Step [60/514] - Avg Loss: 2.1770, Current lr: 0.0004984079
Step [70/514] - Avg Loss: 2.1801, Current lr: 0.0004983992
Step [80/514] - Avg Loss: 2.1783, Current lr: 0.0004983904
Step [90/514] - Avg Loss: 2.1783, Current lr: 0.0004983817
Step [100/514] - Avg Loss: 2.1795, Current lr: 0.0004983729
Step [110/514] - Avg Loss: 2.1796, Current lr: 0.0004983641
Step [120/514] - Avg Loss: 2.1780, Current lr: 0.0004983553
Step [130/514] - Avg Loss: 2.1772, Current lr: 0.0004983464
Step [140/514] - Avg Loss: 2.1765, Current lr: 0.0004983375
Step [150/514] - Avg Loss: 2.1767, Current lr: 0.0004983286
Step [160/514] - Avg Loss: 2.1777, Current lr: 0.0004983197
Step [170/514] - Avg Loss: 2.1771, Current lr: 0.0004983108
Step [180/514] - Avg Loss: 2.1770, Current lr: 0.0004983018
Step [190/514] - Avg Loss: 2.1779, Current lr: 0.0004982928
Step [200/514] - Avg Loss: 2.1780, Current lr: 0.0004982838
Step [210/514] - Avg Loss: 2.1787, Current lr: 0.0004982748
Step [220/514] - Avg Loss: 2.1796, Current lr: 0.0004982657
Step [230/514] - Avg Loss: 2.1800, Current lr: 0.0004982566
Step [240/514] - Avg Loss: 2.1817, Current lr: 0.0004982475
Step [250/514] - Avg Loss: 2.1820, Current lr: 0.0004982384
Step [260/514] - Avg Loss: 2.1814, Current lr: 0.0004982292
Step [270/514] - Avg Loss: 2.1803, Current lr: 0.0004982200
Step [280/514] - Avg Loss: 2.1814, Current lr: 0.0004982108
Step [290/514] - Avg Loss: 2.1812, Current lr: 0.0004982016
Step [300/514] - Avg Loss: 2.1811, Current lr: 0.0004981924
Step [310/514] - Avg Loss: 2.1805, Current lr: 0.0004981831
Step [320/514] - Avg Loss: 2.1806, Current lr: 0.0004981738
Step [330/514] - Avg Loss: 2.1802, Current lr: 0.0004981645
Step [340/514] - Avg Loss: 2.1810, Current lr: 0.0004981551
Step [350/514] - Avg Loss: 2.1814, Current lr: 0.0004981457
Step [360/514] - Avg Loss: 2.1812, Current lr: 0.0004981363
Step [370/514] - Avg Loss: 2.1811, Current lr: 0.0004981269
Step [380/514] - Avg Loss: 2.1799, Current lr: 0.0004981175
Step [390/514] - Avg Loss: 2.1790, Current lr: 0.0004981080
Step [400/514] - Avg Loss: 2.1786, Current lr: 0.0004980985
Step [410/514] - Avg Loss: 2.1777, Current lr: 0.0004980890
Step [420/514] - Avg Loss: 2.1771, Current lr: 0.0004980795
Step [430/514] - Avg Loss: 2.1767, Current lr: 0.0004980699
Step [440/514] - Avg Loss: 2.1762, Current lr: 0.0004980603
Step [450/514] - Avg Loss: 2.1765, Current lr: 0.0004980507
Step [460/514] - Avg Loss: 2.1757, Current lr: 0.0004980411
Step [470/514] - Avg Loss: 2.1749, Current lr: 0.0004980315
Step [480/514] - Avg Loss: 2.1744, Current lr: 0.0004980218
Step [490/514] - Avg Loss: 2.1743, Current lr: 0.0004980121
Step [500/514] - Avg Loss: 2.1733, Current lr: 0.0004980024
Step [510/514] - Avg Loss: 2.1731, Current lr: 0.0004979926
Epoch [10] - Avg Loss: 2.1730
Epoch [10] - Start Eval
Eval - Avg Loss: 2.0944
Save model at epoch [10]
Epoch [11] - Start Training
Step [10/514] - Avg Loss: 2.1170, Current lr: 0.0004979789
Step [20/514] - Avg Loss: 2.1226, Current lr: 0.0004979691
Step [30/514] - Avg Loss: 2.1147, Current lr: 0.0004979593
Step [40/514] - Avg Loss: 2.1184, Current lr: 0.0004979494
Step [50/514] - Avg Loss: 2.1119, Current lr: 0.0004979396
Step [60/514] - Avg Loss: 2.1120, Current lr: 0.0004979297
Step [70/514] - Avg Loss: 2.1093, Current lr: 0.0004979197
Step [80/514] - Avg Loss: 2.1076, Current lr: 0.0004979098
Step [90/514] - Avg Loss: 2.1086, Current lr: 0.0004978998
Step [100/514] - Avg Loss: 2.1095, Current lr: 0.0004978898
Step [110/514] - Avg Loss: 2.1100, Current lr: 0.0004978798
Step [120/514] - Avg Loss: 2.1114, Current lr: 0.0004978698
Step [130/514] - Avg Loss: 2.1109, Current lr: 0.0004978597
Step [140/514] - Avg Loss: 2.1086, Current lr: 0.0004978496
Step [150/514] - Avg Loss: 2.1103, Current lr: 0.0004978395
Step [160/514] - Avg Loss: 2.1121, Current lr: 0.0004978294
Step [170/514] - Avg Loss: 2.1125, Current lr: 0.0004978192
Step [180/514] - Avg Loss: 2.1141, Current lr: 0.0004978090
Step [190/514] - Avg Loss: 2.1161, Current lr: 0.0004977988
Step [200/514] - Avg Loss: 2.1169, Current lr: 0.0004977886
Step [210/514] - Avg Loss: 2.1180, Current lr: 0.0004977783
Step [220/514] - Avg Loss: 2.1179, Current lr: 0.0004977681
Step [230/514] - Avg Loss: 2.1185, Current lr: 0.0004977578
Step [240/514] - Avg Loss: 2.1194, Current lr: 0.0004977474
Step [250/514] - Avg Loss: 2.1189, Current lr: 0.0004977371
Step [260/514] - Avg Loss: 2.1182, Current lr: 0.0004977267
Step [270/514] - Avg Loss: 2.1185, Current lr: 0.0004977163
Step [280/514] - Avg Loss: 2.1189, Current lr: 0.0004977059
Step [290/514] - Avg Loss: 2.1172, Current lr: 0.0004976955
Step [300/514] - Avg Loss: 2.1168, Current lr: 0.0004976850
Step [310/514] - Avg Loss: 2.1163, Current lr: 0.0004976745
Step [320/514] - Avg Loss: 2.1162, Current lr: 0.0004976640
Step [330/514] - Avg Loss: 2.1157, Current lr: 0.0004976535
Step [340/514] - Avg Loss: 2.1162, Current lr: 0.0004976429
Step [350/514] - Avg Loss: 2.1156, Current lr: 0.0004976323
Step [360/514] - Avg Loss: 2.1153, Current lr: 0.0004976217
Step [370/514] - Avg Loss: 2.1144, Current lr: 0.0004976111
Step [380/514] - Avg Loss: 2.1148, Current lr: 0.0004976004
Step [390/514] - Avg Loss: 2.1147, Current lr: 0.0004975897
Step [400/514] - Avg Loss: 2.1153, Current lr: 0.0004975790
Step [410/514] - Avg Loss: 2.1156, Current lr: 0.0004975683
Step [420/514] - Avg Loss: 2.1157, Current lr: 0.0004975576
Step [430/514] - Avg Loss: 2.1158, Current lr: 0.0004975468
Step [440/514] - Avg Loss: 2.1153, Current lr: 0.0004975360
Step [450/514] - Avg Loss: 2.1142, Current lr: 0.0004975252
Step [460/514] - Avg Loss: 2.1135, Current lr: 0.0004975143
Step [470/514] - Avg Loss: 2.1131, Current lr: 0.0004975035
Step [480/514] - Avg Loss: 2.1128, Current lr: 0.0004974926
Step [490/514] - Avg Loss: 2.1126, Current lr: 0.0004974817
Step [500/514] - Avg Loss: 2.1131, Current lr: 0.0004974707
Step [510/514] - Avg Loss: 2.1135, Current lr: 0.0004974598
Epoch [11] - Avg Loss: 2.1134
Epoch [11] - Start Eval
Eval - Avg Loss: 2.0489
Save model at epoch [11]
Epoch [12] - Start Training
Step [10/514] - Avg Loss: 2.0817, Current lr: 0.0004974444
Step [20/514] - Avg Loss: 2.0766, Current lr: 0.0004974333
Step [30/514] - Avg Loss: 2.0655, Current lr: 0.0004974223
Step [40/514] - Avg Loss: 2.0695, Current lr: 0.0004974112
Step [50/514] - Avg Loss: 2.0663, Current lr: 0.0004974002
Step [60/514] - Avg Loss: 2.0624, Current lr: 0.0004973890
Step [70/514] - Avg Loss: 2.0660, Current lr: 0.0004973779
Step [80/514] - Avg Loss: 2.0630, Current lr: 0.0004973667
Step [90/514] - Avg Loss: 2.0625, Current lr: 0.0004973556
Step [100/514] - Avg Loss: 2.0602, Current lr: 0.0004973444
Step [110/514] - Avg Loss: 2.0603, Current lr: 0.0004973331
Step [120/514] - Avg Loss: 2.0596, Current lr: 0.0004973219
Step [130/514] - Avg Loss: 2.0626, Current lr: 0.0004973106
Step [140/514] - Avg Loss: 2.0635, Current lr: 0.0004972993
Step [150/514] - Avg Loss: 2.0639, Current lr: 0.0004972880
Step [160/514] - Avg Loss: 2.0645, Current lr: 0.0004972766
Step [170/514] - Avg Loss: 2.0638, Current lr: 0.0004972652
Step [180/514] - Avg Loss: 2.0638, Current lr: 0.0004972539
Step [190/514] - Avg Loss: 2.0638, Current lr: 0.0004972424
Step [200/514] - Avg Loss: 2.0634, Current lr: 0.0004972310
Step [210/514] - Avg Loss: 2.0636, Current lr: 0.0004972195
Step [220/514] - Avg Loss: 2.0629, Current lr: 0.0004972080
Step [230/514] - Avg Loss: 2.0617, Current lr: 0.0004971965
Step [240/514] - Avg Loss: 2.0625, Current lr: 0.0004971850
Step [250/514] - Avg Loss: 2.0634, Current lr: 0.0004971734
Step [260/514] - Avg Loss: 2.0656, Current lr: 0.0004971618
Step [270/514] - Avg Loss: 2.0658, Current lr: 0.0004971502
Step [280/514] - Avg Loss: 2.0666, Current lr: 0.0004971386
Step [290/514] - Avg Loss: 2.0664, Current lr: 0.0004971269
Step [300/514] - Avg Loss: 2.0664, Current lr: 0.0004971153
Step [310/514] - Avg Loss: 2.0667, Current lr: 0.0004971036
Step [320/514] - Avg Loss: 2.0670, Current lr: 0.0004970918
Step [330/514] - Avg Loss: 2.0667, Current lr: 0.0004970801
Step [340/514] - Avg Loss: 2.0668, Current lr: 0.0004970683
Step [350/514] - Avg Loss: 2.0674, Current lr: 0.0004970565
Step [360/514] - Avg Loss: 2.0664, Current lr: 0.0004970447
Step [370/514] - Avg Loss: 2.0664, Current lr: 0.0004970329
Step [380/514] - Avg Loss: 2.0656, Current lr: 0.0004970210
Step [390/514] - Avg Loss: 2.0652, Current lr: 0.0004970091
Step [400/514] - Avg Loss: 2.0662, Current lr: 0.0004969972
Step [410/514] - Avg Loss: 2.0655, Current lr: 0.0004969853
Step [420/514] - Avg Loss: 2.0654, Current lr: 0.0004969733
Step [430/514] - Avg Loss: 2.0658, Current lr: 0.0004969613
Step [440/514] - Avg Loss: 2.0654, Current lr: 0.0004969493
Step [450/514] - Avg Loss: 2.0645, Current lr: 0.0004969373
Step [460/514] - Avg Loss: 2.0643, Current lr: 0.0004969252
Step [470/514] - Avg Loss: 2.0644, Current lr: 0.0004969131
Step [480/514] - Avg Loss: 2.0643, Current lr: 0.0004969010
Step [490/514] - Avg Loss: 2.0637, Current lr: 0.0004968889
Step [500/514] - Avg Loss: 2.0636, Current lr: 0.0004968768
Step [510/514] - Avg Loss: 2.0634, Current lr: 0.0004968646
Epoch [12] - Avg Loss: 2.0636
Epoch [12] - Start Eval
Eval - Avg Loss: 2.0068
Save model at epoch [12]
Epoch [13] - Start Training
Step [10/514] - Avg Loss: 1.9961, Current lr: 0.0004968475
Step [20/514] - Avg Loss: 2.0122, Current lr: 0.0004968353
Step [30/514] - Avg Loss: 2.0071, Current lr: 0.0004968230
Step [40/514] - Avg Loss: 2.0120, Current lr: 0.0004968108
Step [50/514] - Avg Loss: 2.0200, Current lr: 0.0004967985
Step [60/514] - Avg Loss: 2.0194, Current lr: 0.0004967861
Step [70/514] - Avg Loss: 2.0205, Current lr: 0.0004967738
Step [80/514] - Avg Loss: 2.0191, Current lr: 0.0004967614
Step [90/514] - Avg Loss: 2.0213, Current lr: 0.0004967490
Step [100/514] - Avg Loss: 2.0211, Current lr: 0.0004967366
Step [110/514] - Avg Loss: 2.0222, Current lr: 0.0004967242
Step [120/514] - Avg Loss: 2.0224, Current lr: 0.0004967117
Step [130/514] - Avg Loss: 2.0224, Current lr: 0.0004966992
Step [140/514] - Avg Loss: 2.0244, Current lr: 0.0004966867
Step [150/514] - Avg Loss: 2.0232, Current lr: 0.0004966742
Step [160/514] - Avg Loss: 2.0257, Current lr: 0.0004966616
Step [170/514] - Avg Loss: 2.0249, Current lr: 0.0004966490
Step [180/514] - Avg Loss: 2.0241, Current lr: 0.0004966364
Step [190/514] - Avg Loss: 2.0253, Current lr: 0.0004966238
Step [200/514] - Avg Loss: 2.0252, Current lr: 0.0004966112
Step [210/514] - Avg Loss: 2.0264, Current lr: 0.0004965985
Step [220/514] - Avg Loss: 2.0262, Current lr: 0.0004965858
Step [230/514] - Avg Loss: 2.0254, Current lr: 0.0004965731
Step [240/514] - Avg Loss: 2.0251, Current lr: 0.0004965603
Step [250/514] - Avg Loss: 2.0252, Current lr: 0.0004965475
Step [260/514] - Avg Loss: 2.0249, Current lr: 0.0004965347
Step [270/514] - Avg Loss: 2.0253, Current lr: 0.0004965219
Step [280/514] - Avg Loss: 2.0246, Current lr: 0.0004965091
Step [290/514] - Avg Loss: 2.0232, Current lr: 0.0004964962
Step [300/514] - Avg Loss: 2.0225, Current lr: 0.0004964833
Step [310/514] - Avg Loss: 2.0221, Current lr: 0.0004964704
Step [320/514] - Avg Loss: 2.0220, Current lr: 0.0004964575
Step [330/514] - Avg Loss: 2.0218, Current lr: 0.0004964445
Step [340/514] - Avg Loss: 2.0215, Current lr: 0.0004964316
Step [350/514] - Avg Loss: 2.0215, Current lr: 0.0004964186
Step [360/514] - Avg Loss: 2.0222, Current lr: 0.0004964055
Step [370/514] - Avg Loss: 2.0219, Current lr: 0.0004963925
Step [380/514] - Avg Loss: 2.0224, Current lr: 0.0004963794
Step [390/514] - Avg Loss: 2.0224, Current lr: 0.0004963663
Step [400/514] - Avg Loss: 2.0231, Current lr: 0.0004963532
Step [410/514] - Avg Loss: 2.0238, Current lr: 0.0004963400
Step [420/514] - Avg Loss: 2.0234, Current lr: 0.0004963269
Step [430/514] - Avg Loss: 2.0237, Current lr: 0.0004963137
Step [440/514] - Avg Loss: 2.0244, Current lr: 0.0004963005
Step [450/514] - Avg Loss: 2.0238, Current lr: 0.0004962872
Step [460/514] - Avg Loss: 2.0239, Current lr: 0.0004962740
Step [470/514] - Avg Loss: 2.0235, Current lr: 0.0004962607
Step [480/514] - Avg Loss: 2.0231, Current lr: 0.0004962474
Step [490/514] - Avg Loss: 2.0232, Current lr: 0.0004962340
Step [500/514] - Avg Loss: 2.0232, Current lr: 0.0004962207
Step [510/514] - Avg Loss: 2.0227, Current lr: 0.0004962073
Epoch [13] - Avg Loss: 2.0227
Epoch [13] - Start Eval
Eval - Avg Loss: 1.9700
Save model at epoch [13]
Epoch [14] - Start Training
Step [10/514] - Avg Loss: 1.9905, Current lr: 0.0004961885
Step [20/514] - Avg Loss: 1.9795, Current lr: 0.0004961751
Step [30/514] - Avg Loss: 1.9809, Current lr: 0.0004961616
Step [40/514] - Avg Loss: 1.9818, Current lr: 0.0004961481
Step [50/514] - Avg Loss: 1.9779, Current lr: 0.0004961346
Step [60/514] - Avg Loss: 1.9728, Current lr: 0.0004961211
Step [70/514] - Avg Loss: 1.9763, Current lr: 0.0004961076
Step [80/514] - Avg Loss: 1.9794, Current lr: 0.0004960940
Step [90/514] - Avg Loss: 1.9782, Current lr: 0.0004960804
Step [100/514] - Avg Loss: 1.9804, Current lr: 0.0004960668
Step [110/514] - Avg Loss: 1.9808, Current lr: 0.0004960531
Step [120/514] - Avg Loss: 1.9826, Current lr: 0.0004960394
Step [130/514] - Avg Loss: 1.9836, Current lr: 0.0004960257
Step [140/514] - Avg Loss: 1.9826, Current lr: 0.0004960120
Step [150/514] - Avg Loss: 1.9822, Current lr: 0.0004959983
Step [160/514] - Avg Loss: 1.9827, Current lr: 0.0004959845
Step [170/514] - Avg Loss: 1.9836, Current lr: 0.0004959707
Step [180/514] - Avg Loss: 1.9842, Current lr: 0.0004959569
Step [190/514] - Avg Loss: 1.9859, Current lr: 0.0004959431
Step [200/514] - Avg Loss: 1.9849, Current lr: 0.0004959292
Step [210/514] - Avg Loss: 1.9848, Current lr: 0.0004959153
Step [220/514] - Avg Loss: 1.9861, Current lr: 0.0004959014
Step [230/514] - Avg Loss: 1.9855, Current lr: 0.0004958875
Step [240/514] - Avg Loss: 1.9851, Current lr: 0.0004958736
Step [250/514] - Avg Loss: 1.9844, Current lr: 0.0004958596
Step [260/514] - Avg Loss: 1.9839, Current lr: 0.0004958456
Step [270/514] - Avg Loss: 1.9854, Current lr: 0.0004958316
Step [280/514] - Avg Loss: 1.9859, Current lr: 0.0004958175
Step [290/514] - Avg Loss: 1.9857, Current lr: 0.0004958035
Step [300/514] - Avg Loss: 1.9858, Current lr: 0.0004957894
Step [310/514] - Avg Loss: 1.9854, Current lr: 0.0004957752
Step [320/514] - Avg Loss: 1.9852, Current lr: 0.0004957611
Step [330/514] - Avg Loss: 1.9854, Current lr: 0.0004957469
Step [340/514] - Avg Loss: 1.9847, Current lr: 0.0004957328
Step [350/514] - Avg Loss: 1.9849, Current lr: 0.0004957185
Step [360/514] - Avg Loss: 1.9841, Current lr: 0.0004957043
Step [370/514] - Avg Loss: 1.9842, Current lr: 0.0004956901
Step [380/514] - Avg Loss: 1.9838, Current lr: 0.0004956758
Step [390/514] - Avg Loss: 1.9825, Current lr: 0.0004956615
Step [400/514] - Avg Loss: 1.9820, Current lr: 0.0004956472
Step [410/514] - Avg Loss: 1.9819, Current lr: 0.0004956328
Step [420/514] - Avg Loss: 1.9817, Current lr: 0.0004956184
Step [430/514] - Avg Loss: 1.9821, Current lr: 0.0004956040
Step [440/514] - Avg Loss: 1.9820, Current lr: 0.0004955896
Step [450/514] - Avg Loss: 1.9816, Current lr: 0.0004955752
Step [460/514] - Avg Loss: 1.9822, Current lr: 0.0004955607
Step [470/514] - Avg Loss: 1.9820, Current lr: 0.0004955462
Step [480/514] - Avg Loss: 1.9819, Current lr: 0.0004955317
Step [490/514] - Avg Loss: 1.9818, Current lr: 0.0004955172
Step [500/514] - Avg Loss: 1.9814, Current lr: 0.0004955026
Step [510/514] - Avg Loss: 1.9811, Current lr: 0.0004954880
Epoch [14] - Avg Loss: 1.9810
Epoch [14] - Start Eval
Eval - Avg Loss: 1.9472
Save model at epoch [14]
Epoch [15] - Start Training
Step [10/514] - Avg Loss: 1.9399, Current lr: 0.0004954676
Step [20/514] - Avg Loss: 1.9419, Current lr: 0.0004954529
Step [30/514] - Avg Loss: 1.9331, Current lr: 0.0004954383
